,상품명,단가,상품코드
5231,대)PSP통닭용기소,5050,8809436941022
5232,갈색만가닥버섯(특/봉/국산),890,2100000629961
5233,솔표)와사비분200g,2900,8801153524014
5234,중찬명가춘장14kg,27500,8809146751508
5235,사조)순창궁양념쌈장14kg,23500,8801075011067
5236,화풍)죽순편2.84kg,3300,8807430088187
5237,네이클린롤백(대),8700,8804340000087
5238,해원)중국산조기80-100,12000,2100000503803
5239,오뚜기)고추맛기름PET1.5L,8500,8801045447810
5240,해조은)기장건다시마,10500,8809009750839
5241,뚜레반)보리차1kg,3980,8805017210303
5242,청정원)신양송이수프1kg,7300,8801052401294
5243,롯데)미림18L,58000,8801056023751
5244,농심)사리면,8300,8801043036962
5245,판타이)스위트칠리5L,16800,8850058005715
5246,B)환타오렌지355ml업소용,15800,8801094113278
5247,유한락스후레쉬2L,5300,8806006508869
5248,"B)해원)절단꽃게,S",19000,2100000604944
5249,마니커)가슴속살텐더스틱,10500,8809251330926
5250,아웃도어쿠킹호일,4800,8801422966866
5251,오뚜기)치킨파우더,14700,78895120523
5252,씨)제일제면소면,5980,8801007228686
5253,오뚜기)3배사과식초1.8L,4520,8801045214511
5254,오뚜기)미향18L,22500,8801045220826
5255,동방카라멜2kg,4380,8809014660222
5256,움트리)해파리소스930g,4500,8801558901106
5257,강남)세네갈갈치500-700,60000,2100000441143
5258,청정원)쇠고기맛나1kg,8900,8801052121147
5259,움트리)후추200g,5500,8801558600146
5260,한양)쌈무 새콤한맛,6200,2100000610860
5261,"B)해원)절단꽃게,L",28000,2100000597048
5262,청정원)쇠고기감치미1kg,11000,8801052130149
5263,움트리)실장님초장13kg,28800,8801558600207
5264,오뚜기)사과식초PE18L,16900,8801045202822
5265,농심아지노모도혼다시,16300,4901001374700
5266,디벨라)스파게티니9호500g,1100,8005121000092
5267,정읍)청결고추가루1kg,22000,8809532970148
5268,B)에)주꾸미80-100,19000,2100000588817
5269,청정원골드간장,18500,8801052044002
5270,다다기오이3입(특/봉/국산),2480,8809230110389
5271,네이클린중량롤백초특,13700,8804340000148
5272,B)에)주꾸미50-80,19000,2100000588824
5273,햇살)깍뚝단무지,3450,8809700340056
5274,코)스프라이트업소용(500ml*24),15500,2100000612659
5275,부건혼다랑어가쓰오부시,11000,8809272990017
5276,청양고추(몰/10kg/상/박스/국산),59800,2100000629473
5277,효동)고소한빵가루,2950,8809160750020
5278,왕)양파드레싱,10900,8809202932018
5279,진미)양념초고추장300g,1680,8801389014129
5280,명엽채,7800,8809009748676
5281,델가오이피클슬라이스,4300,8801118003998
5282,일진)꼼장어,10500,8809194760057
5283,이푸드)훈제치킨,5500,8809021754013
5284,솔로몬)발사믹식초500ml,3400,8005391701217
5285,B)활낙지200-300,45000,2100000489749
5286,랜시)유탕고구마,7000,8809180651666
5287,다이아)25미새우내외,7200,8809449220510
5288,참존)파인원액835ml,2600,8809173200055
5289,참존)딸기원액835ml,2900,8809173200062
5290,짠지)숙성김치(중국산),7500,2100000577668
5291,왕)알뜰참깨드레싱,8000,8809202932124
5292,두포)황물엿8kg,10800,8805017270130
5293,동서)블루베리파이필링595g,3680,8803993707947
5294,아워홈생오이피클,6900,2100000655144
5295,참다음)수정과농축액790ml,3480,8809028409114
5296,쉐프원)스테이크소스3.3kg,11900,8801052402611
5297,화풍)영콘,750,8807430088026
5298,위시본)이탈리안드레싱,3980,41321006265
5299,잣(국산)1kg,64000,8809198766109
5300,모아)홀그레인머스타드860g,6900,11209000029
5301,모나리자키친타롤6롤,3200,8804753002630
5302,동서모카골드,21800,8801037038583
5303,"동서)파인애플청크3,035g",7900,8803993708241
5304,에쎄체인지더블유1mg,4500,8801116006007
5305,로스만수퍼슬림블루1m,4100,88019499
5306,관급봉투 75L,2730,2100000583317
5307,엣지,4500,8801116002009
5308,더원체인지,4500,8801116006076
5309,에쎄라이트,4500,88011967
5310,07관급봉투5L*20,4000,400090721005
5311,레종휘바3.0mg,4500,8801116008131
5312,던힐파인컷수프림4mg,4500,88014142
5313,네오퍼플부스트,4500,88022628
5314,팔리아멘트원,4500,88013114
5315,더원화이트,4500,8801116001613
5316,히츠 썸머브리즈,4500,88018768
5317,보헴슬림핏브라운,4500,8801116006533
5318,에쎄체인지린,4500,8801116008490
5319,동원)야채참치150g,2550,8801047121350
5320,라크원,4500,88011844
5321,정통와플미니,6300,8801068094947
5322,에쎄순,4500,8801116001194
5323,앙상블가위,5900,8809290720375
5324,실리콘국자,3500,8804905244505
5325,동원)더킹랍스터맛,3800,8801047511670
5326,보헴시가리브레,4500,8801116007417
5327,윤푸드)북새우5Kg,42000,8809495840526
5328,동서)맥스웰커피믹스900g,4500,8801037064209
5329,해표)들기름320ml,4980,8801039906316
5330,대림)알뜰봉어묵,2980,8801066300354
5331,쉐프원)화영당면1kg,3650,8801052021195
5332,대)PSP트레이18-1호,6050,8809436941015
5333,777크린발톱깎이,4900,8809029390060
5334,중앙등밀이타올(대),2400,8803139020022
5335,원형종이호일(벌크형),18900,8801208159536
5336,부천몽고간장,21000,8801163673122
5337,롯)빅크런키,1980,8801062640829
5338,냉동절단아귀,7400,8809428320927
5339,수입 전각덩어리,113940,207972
5340,짠지)고추가루중식용,28500,2100000451135
5341,삼립)굵은빵가루2Kg,4980,8801068069341
5342,몬유통)스위트칠리5L,21300,8809052116149
5343,백설)제일제면중면900g,1980,8801007218618
5344,크라운 화이트하임(소,1200,8801111186230
5345,진미)참맛고추장14kg,25800,8801389013047
5346,반찬잔지)꼴뚜기젓,11200,8809352810525
5347,태)메디안치석오리지널치약,6350,8801042743304
5348,제당)중화마파컵밥,1980,8801007566412
5349,오뚜기)매콤낙지덮밥280g,1780,8801045892245
5350,청아)김치손만두,10500,8809242500161
5351,B)활낙지300-500,55000,2100000529841
5352,동서)맥심오리지널(100T),13800,8801037042818
5353,PC 물피처 PC1000WP,7500,8809190922916
5354,몽고죽품간장,32500,8809591820002
5355,큐원)갈색설탕15kg,16500,8801013121506
5356,유한젠1kg+1kg,11900,8806006514365
5357,쿡)치즈스틱100,9500,8809463840008
5358,남)야채채움 녹황,1300,8801069408637
5359,남)야채채움 퍼플,1300,8801069408644
5360,서광)종합제리,3680,8801268003626
5361,해피)순한바디밀크450,6980,8801042471023
5362,성경녹차전장김(大),2450,8807004800924
5363,좋)매직쿠션울날대,11900,8801166234047
5364,롯)미니가나초코바,7900,8801062009121
5365,판타이)월남쌈소스200ml,2800,8850058008211
5366,존)수딩로션,17200,8801008101940
5367,홈스타바곰싹120ml,4900,8801051265286
5368,페브리즈에어하늘바람,6250,4902430290234
5369,엘)온더바디스파사해소금스크럽워시,8900,8801051018875
5370,리스테린 쿨민트250ml,3650,8801008700105
5371,마루)참맛기름,5800,8809163768169
5372,B)펩시245ml캔BOX,10900,2100000505371
5373,미니멜츠레인보우70g,2000,8801062475810
5374,C-타입젠더,3800,8809560210506
5375,로쏘189복숭아홍차1L,5800,8801579110228
5376,대림)즐겨바해물,970,8801066310261
5377,핸드드립피여과지,1300,8809058419084
5378,모닝버터453g,7980,8801155710262
5379,메르바화이트쵸코200g,4580,8710502154027
5380,와퍼큐브바닐라180g,2980,8993083935661
5381,진미)골뱅이무침소스300g,2580,8801389032314
5382,왕)냉동망고,7900,8809226822203
5383,동서)루이보스보리차50T,3980,8801037090598
5384,청정원)찜닭양념500g,2780,8801052022420
5385,샘표)금S진간장15L,37800,8801005107273
5386,청정원)현미식초900ml,1900,8801052431048
5387,청정원)유기농황설탕454g,3600,8801052729565
5388,샘표)천일염3kg,6400,8801005214247
5389,뚜레반)카라멜160ml,2000,8805017400131
5390,청정원)물엿2.45kg,4800,8801052451039
5391,느타리버섯 할인,1500,201215
5392,샤인해동지518*467,4190,8808085603091
5393,"오늘의바다)굴비,1.6kg",40000,2100000595822
5394,황태포 1마리,4500,8809009746535
5395,꽃느타리버섯(2kg/특/박스/국산),7900,2100000629701
5396,해조은)구운김밥김,9800,8809009750761
5397,면사랑)사골맛육수5입,1950,8802039064341
5398,썬)303가스버너,21000,8809018690157
5399,패션주방앞치마,2000,8809105117215
5400,청정원)불고기진양념10kg,23000,8801052733555
5401,왕)팝콘치킨,8000,8809226826270
5402,오뚜기)스파케티미트685g,5200,8801045803203
5403,청정원)보크라이스야채24g,1000,8801052404028
5404,오뚜기)허니머스타드소스265g,2400,8801045176338
5405,오뚜기북엇국라면4입,3980,8801045526010
5406,콘)부라보콘체리맛,600,8801019514135
5407,코)코카콜라제로캔,900,8801094083007
5408,동서)피스토란테 하와이안,3980,4001724819608
5409,하선)김밥단무지370g,2200,8801007179124
5410,"깐마늘(소분,100g당/특/팩/국산)",2198,201271
5411,동서)아라비카블랙믹스56g,4190,8801037044799
5412,페레로T8박스,6000,8000500133170
5413,대)맛김치400g,4600,8801024130283
5414,"파프리카(2입,봉)",1000,201186
5415,천일)사누끼우동면,2350,8801284256228
5416,칠갑)떡볶이떡2Kg,3800,8801759015985
5417,뉴소쿠리 4호,1800,8809122230676
5418,청정원)맛소금500g,1800,8801052171050
5419,동서)맥심아라비카100(20T),3590,8801037042801
5420,동원)이온물엿9kg,11800,8801047258216
5421,해원)동태8통,60000,2100000541225
5422,프레스코)페투치네500g,2500,8801045360478
5423,짱짱김장봉투특대형,700,8809598390515
5424,파프리카(롱스위트/파프리카/2-3입/,2280,8809672160003
5425,싹지움슈퍼스탠드,10250,8803614885122
5426,대원세차호스10M,11000,8809309290097
5427,제당)하얀자일로스설탕2kg,5100,8801007184814
5428,코)분무기(G600),3500,8801775904089
5429,메르바다크헤이즐넛20,4580,8710502007866
5430,드림)떡국떡,4980,8803660001033
5431,네스퀵코코아파우치,8500,8801055131303
5432,번개참라이트15W(기획,3900,8804656120585
5433,번개참라이트11w,3900,8804656122534
5434,뚜레반)엿기름가루(국산)1kg,5500,8805017220333
5435,B)진로이스백,24000,8801048101856
5436,깐마늘5(국산) 할인,1000,201270
5437,오뚜기)옛날자른미역20g,900,8801045352008
5438,신송)된장1kg,3500,8801161240623
5439,칠산접이식청소기,17900,8803614884583
5440,뉴잎 웰빙사각 4절소,6700,8809290723819
5441,반찬단지)명이나물,6500,8809352810594
5442,옻칠수저세트,1700,8804905240378
5443,청우캡사이신매운맛분,5850,8809160220042
5444,"감자(심플,슈스트링,",4500,8809017301153
5445,까스활명수75ml*10,9000,8806016320017
5446,서)생크림우유500,4200,8801115144137
5447,제당찌개전용쇠고기된장,5600,8801007619651
5448,인)샤인위생장갑20매,1200,8808085143245
5449,청정원)고소한마요네즈800g,5500,8801052728261
5450,세우)얼큰알탕 550g,5500,8809414480123
5451,제당)닭볶음탕양념290g,2960,8801007185781
5452,크린)친환경접시100∮,600,8801252147107
5453,동)덴마크모짜렐라멀티,6500,8801155738488
5454,청정원)보크아이스새우24g,1000,8801052404011
5455,콘)부라보소프트콘,600,8801019514814
5456,미)7K카키브라운헬로,7800,8801042654457
5457,오뚜기)스테이크소스415g,1480,8801045121109
5458,오뚜기)허니머스타드소스535g,3980,8801045176345
5459,라코스테냐)살사소스매운453g,2800,76397030234
5460,청정원)순창덜매운고추장500g,7950,8801052452173
5461,금성양면테이프,1500,8809031250192
5462,한우 생 안심,50000,207311
5463,해)노르웨이자반고등어,33000,2100000581061
5464,청정원)태양초고추장1kg,6300,8801052021676
5465,번개참루크FPL36W,3000,8804656112313
5466,남영삼파장램프25w,3900,8802983225911
5467,빙)오디맛우유,4250,8801104306713
5468,매)썬업리치과일야채샐러드100,1200,8801121108147
5469,매)썬업과일야채샐러드,1200,8801121114308
5470,코)환타포도캔,800,8801094123000
5471,세이온더바디촉촉,5980,8801051128154
5472,천일)스파게티면,2500,8801284259540
5473,친환경친환경150∮,1560,8801252148005
5474,B)스파클링애플주스,31000,41244901050
5475,대패목살,8473,201557
5476,팔도강산)재래김,6500,8809060479618
5477,려함빛극손상샴푸500ml,8200,8801042513433
5478,늘처음.닭안심 2kg,7900,8809401330516
5479,푸드야)과일3종믹스,4500,8809288920619
5480,바)보석바,330,8801118249921
5481,쉐프원)옥수수유18L,35000,8801052746982
5482,좋)입는오버나이트뉴대형,10900,8801166230438
5483,동서)제티초콕초콜릿36g,3980,8801037057881
5484,미쟝센6N(15분)50G,5300,8801042329300
5485,제당)밥이랑야채270,2190,8801007023342
5486,야채라면4입멀티팩,5450,8801043021951
5487,굿프랜)팝콘치킨,3300,8809456640332
5488,건영축산.매운양념무뼈닭발,11800,8809401330776
5489,국내산건표고170g,10200,8809009742179
5490,델몬트콜드오렌지팩,3500,8801056692018
5491,농)칩포테토,1200,8801043005814
5492,푸드야)딸기홀,4800,8809288921241
5493,노코미스 메이플시럽,9200,815126001622
5494,동서피넛버터오레오오즈,7980,8801037093483
5495,한우 엉치뼈,5892,207402
5496,해피바스 폼120,4980,8806403090905
5497,적.백밀폐11호,14900,8809122231529
5498,부추(소분/특/봉/국산),2980,2100000632060
5499,사조)자연산골뱅이140g,3490,8801039924211
5500,농심)파워오투오렌지500ml,1500,4005906404835
5501,화풍)죽순채2.84kg,3300,8807430088170
5502,페리오 케어 치솔4+4,7980,8801051007749
5503,오뚜기)가쓰오장국360ml,2300,8801045132112
5504,찹쌀땅콩,3700,8809009742063
5505,오레오)쵸코크림100g,1000,8801037088205
5506,로쏘)189망고1000ml,5800,8801579110150
5507,하림훈제통닭550g,7200,8801492632128
5508,서광)트롤리수퍼후르,1800,8436036185947
5509,콜)토레타로즈힙워터,1500,8801094312602
5510,필라이트바이젠(캔),850,8801119242013
5511,칼라스트로우물병,3200,8802458010431
5512,여행용세트 러브포우,7200,8806403136597
5513,무궁화)허니때비누,1000,8801173801614
5514,"PC 밧드6-1/6""",2800,8809190920219
5515,"PC 밧드 뚜껑1/6""",1200,8809190920943
5516,볼바구니5호,8000,8804982350625
5517,샤인비닐젓가락500P,8000,8808085602858
5518,뉴소쿠리 3호,1400,8809122230669
5519,뚜레반)통들깨1kg,6500,8805017210532
5520,엠에스)다시노모도1kg,8300,8809210990185
5521,신한네줄케찹병(특대),1890,8809021732851
5522,농심쌀국수73g,1400,8801043053143
5523,사각팬 대,14900,8809206510342
5524,세계멀티탭개별3구2호,9700,8809109927278
5525,킹)레드체다2.5kg,23000,2100000577187
5526,청정원)진고추장5kg,11500,8801052993768
5527,유리꿀병 1.2리터,1300,8809033997590
5528,진미)짜장가루1kg,6300,8801389031102
5529,청우)탕수육소스1.85kg,4500,8809160224729
5530,동원)살코기참치250g,3570,8801047111870
5531,오쉐프)스파게티소스3kg,8850,8801045965703
5532,하인즈)비프스파게티3kg,15800,8801065401076
5533,더원블루,4500,8801116000456
5534,킨더초콜릿4입,1400,80177609
5535,친환경친환경130∮,1200,8801252147909
5536,투명컵12온스,4150,8801208157624
5537,건지기소(19) 업소용,4000,8809095378757
5538,모닝수수비,7200,8802183090258
5539,동원)매운찌개용참치100g,1000,8801047122005
5540,굿모닝3겹데코,10500,8804753003231
5541,밤고구마(10kg/상/박스/국산),28900,2100000626946
5542,황토방전기구이,3800,8803622000081
5543,해)바나나칩,1300,8809009743336
5544,윤푸드)신선모듬고추3,13200,2100000461165
5545,특허)삼각대뒤지기,2900,8809095378283
5546,무튀김팬편수 24,8700,8809206510113
5547,해조은)홍새우,20800,8809009750037
5548,앵두콘1.32k,6700,8809414423014
5549,B)보해25%,39200,8801147012046
5550,큐원)한주소금3kg,2900,8809180571032
5551,귀리쌀(수입)1+1기획,5900,8809112186938
5552,삼)고칼슘두유24입,10900,8801136501186
5553,사옹원)매콤김말이,4150,8809109112339
5554,태)미쟝센글래머러스볼륨린스,5900,8809559346353
5555,테크101가지얼룩제거일반,9900,8801051023978
5556,태)아크네 클리어 폼1,10900,8806403143809
5557,서광)레돈도쿠키크림,2200,9331275002491
5558,특허)중국자,3000,8809095378962
5559,MJ악어집게(소),1100,8804905245878
